536760.44,7358889.29,140.15
536760.84,7358888.90,141.11
536760.76,7358888.05,139.56
536760.75,7358888.23,140.18
536761.10,7358888.33,141.13
536761.09,7358886.64,140.12
536761.49,7358887.83,141.26
536761.35,7358886.62,140.52
536761.59,7358886.69,141.05
536761.10,7358886.47,139.81
536761.48,7358886.07,140.29
536761.81,7358886.22,141.01
536762.13,7358886.06,141.45
536761.78,7358885.10,140.15
536761.91,7358885.44,140.76
536762.15,7358884.60,140.20
536762.45,7358884.87,141.12
536762.67,7358883.71,139.39
536762.79,7358883.33,138.90
536762.57,7358884.04,140.11
536762.74,7358884.21,140.91
536761.24,7358888.65,141.89
536761.45,7358889.20,142.22
536762.18,7358888.90,145.09
536762.66,7358888.67,144.48
536762.63,7358888.98,145.20
536761.78,7358887.86,142.11
536761.79,7358887.56,143.28
536762.08,7358886.95,142.20
536762.07,7358887.13,143.19
536762.36,7358886.64,143.14
536762.02,7358888.04,144.24
536762.00,7358888.30,144.70
536762.53,7358887.87,144.38
536763.02,7358888.11,144.78
536762.05,7358887.32,143.85
536762.41,7358886.73,143.94
536762.22,7358889.98,146.16
536762.66,7358889.63,146.17
536762.80,7358889.75,147.17
536762.96,7358889.12,146.08
536763.21,7358889.19,147.61
536762.75,7358889.96,147.79
536762.95,7358889.32,148.21
536763.27,7358888.21,146.63
536763.26,7358888.34,146.84
536762.39,7358886.03,142.22
536762.66,7358885.61,143.17
536762.69,7358885.19,142.01
536762.82,7358885.03,143.14
536762.81,7358885.91,144.09
536762.94,7358885.09,143.81
536763.02,7358887.86,150.41
536763.01,7358888.03,150.71
536755.02,7358847.30,149.31
536757.56,7358850.48,149.05
536757.81,7358850.57,148.95
536754.88,7358845.34,149.41
536755.14,7358845.20,149.46
536755.51,7358844.50,149.31
536756.44,7358844.09,149.39
536758.80,7358844.06,149.47
536756.96,7358843.71,149.45
536758.71,7358843.53,149.35
536754.51,7358851.69,150.54
536755.51,7358851.54,150.40
536755.76,7358851.50,150.35
536753.10,7358850.65,150.15
536753.31,7358850.90,150.50
536753.36,7358849.98,149.99
536754.12,7358850.57,150.34
536755.02,7358850.49,150.40
536754.00,7358849.75,150.08
536754.94,7358849.39,150.04
536755.17,7358848.85,149.81
536753.71,7358847.39,150.17
536754.71,7358847.29,149.90
536756.10,7358850.32,150.22
536756.78,7358850.14,150.00
536756.01,7358849.40,149.93
536756.82,7358849.45,149.71
536755.73,7358848.55,149.78
536755.27,7358847.11,149.64
536753.71,7358846.29,150.05
536754.46,7358846.30,150.11
536753.91,7358845.90,149.76
536754.61,7358845.73,149.78
536753.43,7358844.60,150.09
536753.22,7358844.10,150.06
536756.82,7358846.01,150.06
536755.76,7358845.23,149.74
536756.44,7358845.14,149.93
536757.45,7358845.16,149.90
536758.12,7358845.00,149.71
536755.66,7358844.78,149.53
536756.61,7358844.31,149.67
536757.55,7358844.26,149.67
536758.27,7358844.55,149.55
536757.40,7358843.28,149.57
536758.12,7358842.94,149.66
536753.02,7358839.24,149.45
536754.27,7358839.05,149.45
536756.23,7358842.21,149.39
536757.55,7358842.16,149.44
536758.06,7358841.79,149.40
536757.27,7358841.36,149.27
536758.10,7358841.17,149.25
536755.08,7358839.93,149.44
536756.43,7358840.09,149.46
536755.04,7358839.29,149.31
536756.05,7358839.23,149.24
536757.00,7358840.20,149.28
536758.35,7358840.30,149.08
536756.95,7358839.23,149.16
536757.84,7358838.93,149.08
536753.92,7358838.36,149.31
536753.86,7358837.62,148.99
536753.76,7358836.53,148.77
536753.55,7358835.29,148.63
536754.92,7358838.47,149.10
536755.86,7358838.37,148.92
536754.70,7358837.41,148.92
536755.85,7358837.34,148.80
536757.03,7358838.33,148.85
536757.85,7358838.18,148.81
536756.96,7358837.38,148.68
536757.90,7358837.04,148.67
536754.79,7358836.50,148.73
536755.78,7358836.51,148.71
536754.58,7358835.53,148.63
536755.66,7358835.20,148.65
536756.71,7358836.20,148.68
536758.15,7358836.08,148.38
536757.77,7358836.26,148.56
536756.60,7358835.17,148.56
536757.48,7358834.84,148.42
536757.57,7358835.34,148.55
536754.71,7358832.12,140.24
536754.47,7358832.04,141.05
536754.62,7358831.63,140.12
536754.36,7358831.39,140.92
536754.93,7358831.24,141.15
536753.36,7358830.60,140.97
536753.30,7358827.13,139.16
536753.45,7358828.49,140.30
536753.10,7358827.39,139.91
536754.08,7358830.36,141.17
536753.81,7358829.55,140.90
536756.09,7358829.90,138.08
536756.03,7358829.98,138.88
536756.36,7358829.22,138.16
536756.37,7358829.04,138.96
536756.64,7358828.82,138.24
536756.64,7358828.82,139.13
536756.29,7358829.02,139.98
536756.24,7358829.17,140.96
536756.64,7358828.79,140.12
536756.64,7358828.77,140.76
536753.96,7358828.26,139.16
536753.79,7358827.23,138.29
536753.66,7358827.47,138.92
536753.80,7358828.52,139.97
536753.69,7358828.78,140.44
536753.56,7358827.76,139.63
536755.27,7358827.02,140.96
536756.80,7358828.48,138.95
536755.96,7358827.70,139.23
536757.11,7358827.26,138.86
536756.20,7358827.90,140.11
536756.81,7358828.60,139.85
536756.82,7358828.57,140.98
536755.81,7358827.28,140.05
536755.73,7358827.16,140.94
536757.23,7358827.09,139.92
536757.23,7358826.98,140.93
536753.34,7358832.32,142.81
536753.61,7358831.47,143.00
536753.41,7358831.67,143.87
536753.37,7358831.69,144.97
536753.81,7358834.33,148.34
536753.41,7358834.43,148.52
536753.46,7358833.52,148.17
536753.08,7358831.59,145.80
536753.15,7358831.33,147.16
536753.38,7358832.63,147.79
536753.44,7358831.72,147.54
536753.96,7358832.31,142.27
536754.11,7358831.49,141.86
536753.89,7358831.43,142.78
536753.85,7358831.19,144.01
536753.77,7358831.16,144.73
536754.39,7358834.22,148.35
536754.53,7358834.64,148.49
536755.54,7358834.25,148.36
536755.16,7358834.60,148.52
536754.50,7358833.36,148.19
536755.47,7358833.36,148.19
536756.48,7358834.18,148.27
536756.50,7358834.69,148.47
536756.55,7358833.26,148.03
536757.38,7358833.02,148.31
536757.71,7358833.02,148.50
536754.45,7358831.99,147.38
536754.29,7358831.41,147.29
536755.11,7358831.31,147.28
536754.33,7358832.47,147.74
536755.22,7358832.26,147.91
536753.96,7358831.95,147.54
536755.45,7358831.71,147.69
536756.10,7358832.18,148.04
536757.37,7358832.45,148.02
536756.08,7358831.05,147.87
536757.55,7358831.52,147.85
536753.47,7358830.50,141.92
536753.38,7358830.69,142.83
536753.40,7358830.84,146.04
536753.37,7358830.82,146.77
536753.96,7358830.54,141.88
536754.42,7358830.64,142.96
536754.92,7358830.66,141.90
536754.86,7358830.28,142.82
536755.29,7358829.10,143.00
536754.28,7358830.48,143.91
536754.06,7358830.47,144.90
536754.59,7358829.84,144.11
536754.35,7358829.47,145.28
536754.93,7358829.31,143.77
536756.03,7358829.03,141.97
536755.74,7358828.90,142.82
536755.26,7358827.11,141.48
536755.25,7358828.64,144.01
536755.00,7358828.36,144.93
536755.20,7358827.81,145.35
536756.40,7358828.41,142.29
536756.19,7358828.34,142.98
536756.79,7358828.12,142.01
536756.59,7358827.89,142.87
536755.67,7358827.27,141.86
536755.47,7358827.53,142.61
536757.22,7358827.15,141.90
536756.98,7358827.27,143.05
536755.84,7358828.21,143.84
536755.60,7358828.01,144.70
536756.21,7358827.48,144.17
536755.96,7358827.36,145.01
536756.83,7358827.22,143.96
536756.71,7358827.15,144.88
536753.90,7358830.26,146.06
536754.11,7358830.44,146.88
536755.13,7358830.24,147.17
536754.27,7358829.54,145.91
536754.32,7358829.90,146.53
536754.62,7358829.22,146.20
536754.92,7358829.25,146.83
536755.73,7358829.03,147.38
